,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source_device,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,name,jpg_url,img_num,retweet_count,favorite_count,rating,breed_prediction,prediction_confidence,dog_category
11,889880896479866881,,,2017-07-25 16:11:53+00:00,iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,nan,nan,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,4209,24820,1.3,French_bulldog,0.377417,none
12,889665388333682689,,,2017-07-25 01:55:32+00:00,iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,nan,nan,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,None,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,8424,42437,1.3,Pembroke,0.966327,puppo
13,889638837579907072,,,2017-07-25 00:10:02+00:00,iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,nan,nan,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,3752,23874,1.2,French_bulldog,0.99165,none
14,889531135344209921,,,2017-07-24 17:02:04+00:00,iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,nan,nan,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,1895,13466,1.3,golden_retriever,0.953442,puppo
15,889278841981685760,,,2017-07-24 00:19:32+00:00,iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,nan,nan,,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,4482,22297,1.3,whippet,0.626152,none
16,888917238123831296,,,2017-07-23 00:22:39+00:00,iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,nan,nan,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,3794,25872,1.2,golden_retriever,0.714719,none
17,888804989199671297,,,2017-07-22 16:56:37+00:00,iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,nan,nan,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,3576,22671,1.3,golden_retriever,0.46976,none
18,888554962724278272,,,2017-07-22 00:23:06+00:00,iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,nan,nan,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,2903,17496,1.3,Siberian_husky,0.700377,none
19,888078434458587136,,,2017-07-20 16:49:33+00:00,iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,nan,nan,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,2929,19332,1.2,French_bulldog,0.995026,none
20,887705289381826560,,,2017-07-19 16:06:48+00:00,iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,nan,nan,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,4569,26878,1.3,basset,0.821664,none
22,887473957103951883,,,2017-07-19 00:47:34+00:00,iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,nan,nan,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,15166,60725,1.3,Pembroke,0.809197,none
23,887343217045368832,,,2017-07-18 16:08:03+00:00,iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,nan,nan,,https://twitter.com/dog_rates/status/887343217045368832/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,8895,29855,1.3,Mexican_hairless,0.330741,none
24,887101392804085760,,,2017-07-18 00:07:08+00:00,iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,nan,nan,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,5032,27223,1.2,Samoyed,0.733942,none
25,886983233522544640,,,2017-07-17 16:17:36+00:00,iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,nan,nan,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,6386,30681,1.3,Chihuahua,0.793469,none
26,886736880519319552,,,2017-07-16 23:58:41+00:00,iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",nan,nan,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,2657,10592,1.3,kuvasz,0.309706,none
28,886366144734445568,,,2017-07-15 23:25:31+00:00,iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,nan,nan,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,2658,18730,1.2,French_bulldog,0.999201,pupper
29,886258384151887873,,,2017-07-15 16:17:19+00:00,iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,nan,nan,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,5339,24765,1.3,pug,0.943575,none
30,885984800019947520,,,2017-07-14 22:10:11+00:00,iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,nan,nan,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,5672,28851,1.2,Blenheim_spaniel,0.972494,none
31,885528943205470208,,,2017-07-13 15:58:47+00:00,iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,nan,nan,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,5383,31870,1.3,pug,0.369275,none
32,885311592912609280,,,2017-07-13 01:35:06+00:00,iphone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,830583320585068544,4196983835,2017-02-12 01:04:29+00:00,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,15585,0,1.3,Labrador_retriever,0.908703,none
33,885167619883638784,,,2017-07-12 16:03:00+00:00,iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,nan,nan,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,3690,19422,1.3,malamute,0.8124819999999999,none
34,884925521741709313,,,2017-07-12 00:01:00+00:00,iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",nan,nan,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,15174,67851,1.2,Italian_greyhound,0.259916,none
35,884876753390489601,,,2017-07-11 20:47:12+00:00,iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,nan,nan,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,4709,24621,1.3,chow,0.822103,none
36,884562892145688576,,,2017-07-11 00:00:02+00:00,iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,nan,nan,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,3949,21517,1.3,pug,0.5464060000000001,none
37,884441805382717440,,,2017-07-10 15:58:53+00:00,iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",nan,nan,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,4839,24089,1.4,Pembroke,0.993225,none
38,884162670584377345,,,2017-07-09 21:29:42+00:00,iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,nan,nan,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,2516,18116,1.2,German_shepherd,0.707046,doggo
39,883838122936631299,,,2017-07-09 00:00:04+00:00,iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,nan,nan,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,2890,19358,1.2,Doberman,0.610946,none
40,883482846933004288,,,2017-07-08 00:28:19+00:00,iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",nan,nan,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,8346,40606,0.5,golden_retriever,0.943082,none
41,883360690899218434,,,2017-07-07 16:22:55+00:00,iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,nan,nan,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,3108,20144,1.3,chow,0.987997,floofer
42,883117836046086144,,,2017-07-07 00:17:54+00:00,iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",nan,nan,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,5581,32829,1.3,golden_retriever,0.949562,none
43,882992080364220416,,,2017-07-06 15:58:11+00:00,iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,nan,nan,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,3265,21179,1.3,Eskimo_dog,0.4667779999999999,none
44,882762694511734784,,,2017-07-06 00:46:41+00:00,iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,nan,nan,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,4129,25014,1.2,Labrador_retriever,0.85005,pupper
45,882627270321602560,,,2017-07-05 15:48:34+00:00,iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,nan,nan,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,5117,24834,1.3,Pembroke,0.542982,none
46,882268110199369728,,,2017-07-04 16:01:23+00:00,iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,nan,nan,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,9751,39534,1.3,golden_retriever,0.762211,none
47,882045870035918850,,,2017-07-04 01:18:17+00:00,iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",nan,nan,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,4118,25985,1.3,golden_retriever,0.00694063,none
48,881906580714921986,,,2017-07-03 16:04:48+00:00,iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,nan,nan,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,2884,21653,1.2,Weimaraner,0.291539,none
49,881666595344535552,,,2017-07-03 00:11:11+00:00,iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,nan,nan,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,9042,44963,1.3,Saluki,0.529012,none
50,881536004380872706,,,2017-07-02 15:32:16+00:00,iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",nan,nan,,https://twitter.com/dog_rates/status/881536004380872706/video/1,a,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,13534,43835,1.4,Samoyed,0.281463,pupper
53,880872448815771648,,,2017-06-30 19:35:32+00:00,iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,nan,nan,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,3229,18916,1.2,Pembroke,0.791416,none
54,880465832366813184,,,2017-06-29 16:39:47+00:00,iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,nan,nan,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,5262,25217,1.2,golden_retriever,0.913255,none
55,880221127280381952,,,2017-06-29 00:27:25+00:00,iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,nan,nan,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,3507,23878,1.2,Chihuahua,0.238525,none
56,880095782870896641,,,2017-06-28 16:09:20+00:00,iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,nan,nan,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,3693,24566,1.1,miniature_pinscher,0.120298,none
57,879862464715927552,,,2017-06-28 00:42:13+00:00,iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,nan,nan,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,2950,19882,1.3,basset,0.813507,none
58,879492040517615616,,,2017-06-27 00:10:17+00:00,iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,nan,nan,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,2656,20901,1.2,German_short-haired_pointer,0.479896,none
59,879415818425184262,,,2017-06-26 19:07:24+00:00,iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,nan,nan,,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,37749,93646,1.3,English_springer,0.383404,none
60,879376492567855104,,,2017-06-26 16:31:08+00:00,iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,nan,nan,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,2669,14987,1.2,Labrador_retriever,0.0334961,none
62,879008229531029506,,,2017-06-25 16:07:47+00:00,iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,nan,nan,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,2264,16940,1.3,vizsla,0.960513,none
63,878776093423087618,,,2017-06-25 00:45:22+00:00,iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,nan,nan,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,3479,17290,1.3,Italian_greyhound,0.734684,puppo
64,878281511006478336,,,2017-06-23 16:00:04+00:00,iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",nan,nan,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,1082,6861,1.3,basset,0.32042,none
65,878057613040115712,,,2017-06-23 01:10:23+00:00,iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,nan,nan,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,5788,37499,1.4,French_bulldog,0.839097,none
66,877736472329191424,,,2017-06-22 03:54:17+00:00,iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,nan,nan,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,15958,69882,1.3,Chesapeake_Bay_retriever,0.8379559999999999,none
67,877611172832227328,,,2017-06-21 19:36:23+00:00,iphone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,876850772322988032,512804507,2017-06-19 17:14:49+00:00,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",None,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,70,0,1.4,Irish_setter,0.3647289999999999,pupper
68,877556246731214848,,,2017-06-21 15:58:08+00:00,iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,nan,nan,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,3200,20135,1.2,basset,0.995368,none
